x, y, z
126, 153, 169
135, 147, 169
143, 137, 169
149, 127, 169
156, 117, 169
158, 107, 169
160, 97, 169
157, 87, 169
153, 77, 169
150, 67, 169
143, 57, 169
125, 47, 169
