x, y, z
-33.21512, 22.5969, 33.92156
-42.93624, 17.68075, 32.72497
-51.70297, 8.458627, 31.27691
-58.48348, -0.9407636, 29.98228
-66.25711, -10.25152, 28.61094
-69.0652, -20.00544, 27.62319
-71.87329, -29.75936, 26.63544
-69.71586, -39.95644, 26.03128
-66.56532, -50.24216, 25.50385
-64.40789, -60.43924, 24.89969
-58.27803, -70.99085, 24.60242
-41.38567, -82.77428, 25.11566
