x, y, z
51.90191, 15.21939, 40.51387
54.38809, 8.994787, 40.24344
57.53863, -1.290927, 39.716
60.68917, -11.57664, 39.18857
61.8535, -21.68509, 38.5077
63.01783, -31.79354, 37.82682
64.18216, -41.90199, 37.14595
63.36027, -51.83317, 36.31164
61.54529, -61.67573, 35.40061
56.75098, -71.25238, 34.25942
49.97047, -80.65177, 32.96479
39.21753, -89.69663, 31.36329
