x, y, z
50, 173, 170
38, 160, 170
30, 150, 170
26, 140, 170
25, 130, 170
24, 120, 170
22, 110, 170
21, 100, 170
25, 90, 170
27, 80, 170
32, 70, 170
40, 61, 170
