x, y, z
27.7807, 72.79606, 47.34777
41.70829, 63.52683, 41.59419
51.22406, 56.13043, 37.26483
56.84714, 47.86881, 33.24903
59.5507, 38.95828, 29.46839
62.25426, 30.04775, 25.68775
65.93099, 21.35353, 21.82873
68.63455, 12.443, 18.04809
66.47223, 2.450942, 14.65939
66.25627, -7.108502, 11.11392
63.12078, -17.31686, 7.803605
56.89274, -27.26145, 5.098685
