x, y, z
-39.67731, 46.10518, -10.63667
-50.34745, 36.12263, -10.63667
-56.38154, 26.12263, -10.63667
-61.38154, 16.12263, -10.63667
-65.38154, 6.12263, -10.63667
-67.38154, -3.87737, -10.63667
-68.38154, -13.87737, -10.63667
-66.38154, -23.87737, -10.63667
-62.38154, -33.87737, -10.63667
-57.38154, -41.49119, -10.63667
-49.76127, -49.10501, -10.63667
