x, y, z
-52.21561, 15.97401, 24.4261
-56.25082, 5.547875, 24.53903
-56.3048, -4.501831, 24.56162
-58.34939, -14.73975, 24.62938
-58.40338, -24.78946, 24.65196
-58.45736, -34.83916, 24.67455
-57.51603, -44.79476, 24.67455
-53.58879, -54.46803, 24.60679
-47.67094, -63.95309, 24.49386
-38.76717, -73.15582, 24.31316
-26.87749, -82.07622, 24.06471
-19.53382, -85.3997, 23.9066
-14.46316, -85.92472, 23.79367
-14.46316, -85.92472, 23.79367
-23.89157, -81.7939, 23.99695
