x, y, z
47.31496, 25.38485, 22.16743
53.23281, 15.89979, 22.0545
56.16475, 6.132411, 22.00933
62.0826, -3.352644, 21.89639
68.00045, -12.8377, -12.8377
71.92769, -22.51097, 21.7157
71.87371, -32.56068, 21.73829
71.81973, -42.61038, 21.76087
69.77513, -52.8483, 21.82863
62.75401, -63.55677, 22.00933
54.73758, -74.35934, 22.21261
50.13758, -78.81212, 22.32554
45.25519, -80.27822, 22.43847
36.29744, -81.1252, 22.64175
29.85494, -76.71205, 22.77727
