x, y, z
-44.32386, 46.12263, -10.92977
-54.31649, 36.12263, -10.54589
-59.3128, 26.12263, -10.35395
-62.31059, 16.12263, -10.23879
-64.30912, 6.122627, -10.16201
-67.30691,-3.877373,-10.04685
-66.30765, -13.87737, -10.08524
-65.30838, -23.87737, -10.12362
-63.30986, -33.87737, -10.2004
-60.31207, -41.87737, -10.31556
-51.3187, -48.87737, -10.66105
