x, y, z
51.60538, 46.12263, -14.615
56.6017, 36.12263, -14.80693
61.59801, 26.12263, -14.99887
65.59506, 16.12263, -15.15242
66.59432, 6.122627, -15.19081
68.59285, -3.877373, -15.26759
69.59211, -13.87737, -15.30598
66.59432, -23.87737, -15.19081
64.5958, -33.87737, -15.11404
60.59875, -41.87737, -14.96049
57.60096, -48.87737, -14.84532
