x, y, z
115, 173, 170
131, 160, 170
141, 150, 170
151, 140, 170
153, 130, 170
156, 120, 170
157, 110, 170
157, 100, 170
157, 90, 170
155, 80, 170
148, 70, 170
135, 61, 170
