x, y, z
47.31496, 25.38485, 22.16743
57.21403, 16.27623, 21.96415
63.13189, 6.79117, 21.85122
68.05443, -2.787994, 21.76087
71.98167, -12.46127, 21.69311
76.90422, -22.04043, 21.60277
77.84554, -31.99603, 21.60277
76.79625, -42.13984, 21.64794
73.75636, -52.47187, 21.73829
67.73054, -63.08623, 21.89639
57.7235, -74.07701, 22.14485
50.13758, -78.81212, 22.32554
44.25988, -80.37233, 22.46106
37.29274, -81.03109, 22.61917
29.85494, -76.71205, 22.77727
