x, y, z
135, 146, 155
141, 136, 155
142, 126, 155
145, 116, 155
147, 106, 155
148, 96, 155
148, 86, 155
146, 76, 155
141, 66, 155
130, 56, 155
120, 46, 155
112, 42, 155
107, 41, 155
107, 41, 155
116, 46, 155
